id;anfitrion;url;tipo_alojamiento;distrito;precio;gastos_limpieza;plazas;noches_minimas;puntuacion;precio_persona
2673231;13686767;https://www.airbnb.com/rooms/2673231;Entire home/apt;Chamberi;60;20;4;1;60;16
2676912;3447304;https://www.airbnb.com/rooms/2676912;Private room;Centro;40;0;2;2;92;20
2682364;13732037;https://www.airbnb.com/rooms/2682364;Entire home/apt;Centro;75;20;4;2;88;28,33333333
2684726;13742566;https://www.airbnb.com/rooms/2684726;Entire home/apt;Centro;60;25;4;2;94;24,16666667
2684767;13742566;https://www.airbnb.com/rooms/2684767;Entire home/apt;Centro;67;30;3;2;94;32,8
2686592;13751801;https://www.airbnb.com/rooms/2686592;Private room;Centro;21;10;1;20;83;20,47619048
2701211;1650712;https://www.airbnb.com/rooms/2701211;Entire home/apt;Salamanca;165;70;4;3;84;80,71428571
2704499;13841663;https://www.airbnb.com/rooms/2704499;Entire home/apt;Centro;85;20;3;2;100;38
2706194;1843216;https://www.airbnb.com/rooms/2706194;Entire home/apt;Centro;69;30;4;4;94;38,25
2707743;5542111;https://www.airbnb.com/rooms/2707743;Entire home/apt;Centro;67;39;5;1;86;17,66666667
